name,formula,elements,density,color,crystal,pm_ids,gacha_weight
Proustite,Ag3AsS3,"{""Ag"": 3.0, ""As"": 1.0, ""S"": 3.0}",494.712,#FFD700,hexagonal,{33},797.0
Proxidecagonite,Al34Ni9Fe2,"{""Al"": 34.0, ""Ni"": 9.0, ""Fe"": 2.0}",1557.315,#7FFF00,orthorhombic,{6},205.0
Proxitwelvefoldite,Pd3Ni4Te8,"{""Pd"": 3.0, ""Ni"": 4.0, ""Te"": 8.0}",1574.832,#7FFF00,tetragonal,{},1.0
Przhevalskite,Pb(UO2)2(PO4)2·4H2O,"{""Pb"": 1.0, ""U"": 2.0, ""O"": 16.0, ""P"": 2.0, ""H"": 8.0}",1009.256,#FFFFFF,unknown,{47},1998.0
Pseudoboleite,Pb31Cu24Cl62(OH)48,"{""Pb"": 31.0, ""Cu"": 24.0, ""Cl"": 62.0, ""O"": 48.0, ""H"": 48.0}",10962.54,#FFFFFF,tetragonal,{47},1998.0
Pseudobrookite,(Fe3+2Ti)O5,"{""Fe"": 2.0, ""Ti"": 1.0, ""O"": 5.0}",239.552,#8B4513,orthorhombic,"{10,35,50,51,54}",1468.0
Pseudocotunnite,K2PbCl4 (?),"{""K"": 2.0, ""Pb"": 1.0, ""Cl"": 4.0}",427.196,#FFFFFF,unknown,{45},424.0
Pseudodickthomssenite,Mg(VO3)2·8H2O,"{""Mg"": 1.0, ""V"": 2.0, ""O"": 14.0, ""H"": 16.0}",366.303,#FFFFFF,triclinic,{47},1998.0
Pseudograndreefite,Pb6(SO4)F10,"{""Pb"": 6.0, ""S"": 1.0, ""O"": 4.0, ""F"": 10.0}",1529.236,#FFFFFF,orthorhombic,{47},1998.0
Pseudojohannite,Cu3(OH)2[(UO2)4O4(SO4)2]·12H2O,"{""Cu"": 3.0, ""O"": 34.0, ""H"": 26.0, ""U"": 4.0, ""S"": 2.0}",1777.052,#FFFFFF,triclinic,"{47,55}",2262.0
Pseudolyonsite,Cu3(VO4)2,"{""Cu"": 3.0, ""V"": 2.0, ""O"": 8.0}",420.514,#00BFFF,monoclinic,"{45,53}",541.0
Pseudomalachite,Cu5(PO4)2(OH)4,"{""Cu"": 5.0, ""P"": 2.0, ""O"": 12.0, ""H"": 4.0}",575.698,#FFFFFF,monoclinic,{47},1998.0
Pseudomarkeyite,Ca8(UO2)4(CO3)12(H2O)18·3H2O,"{""Ca"": 8.0, ""U"": 4.0, ""O"": 65.0, ""C"": 12.0, ""H"": 42.0}",2499.147,#FFFFFF,monoclinic,{47},1998.0
Pseudomeisserite-(NH4),(NH4)2Na4[(UO2)2(SO4)5]·4H2O,"{""N"": 2.0, ""H"": 16.0, ""Na"": 4.0, ""U"": 2.0, ""O"": 28.0, ""S"": 5.0}",1220.434,#FFFFFF,monoclinic,"{47,53}",2115.0
Pseudorutile,Fe3+2Ti4+3O9,"{""Fe"": 2.0, ""Ti"": 3.0, ""O"": 9.0}",399.282,#8B4513,hexagonal,{47},1998.0
Pseudosinhalite,Mg2Al3B2O9(OH),"{""Mg"": 2.0, ""Al"": 3.0, ""B"": 2.0, ""O"": 10.0, ""H"": 1.0}",312.174,#FFFFFF,monoclinic,{23},398.0
Pseudowollastonite,CaSiO3,"{""Ca"": 1.0, ""Si"": 1.0, ""O"": 3.0}",116.16,#FFFFFF,monoclinic,"{50,51,54,56}",778.0
Pucherite,Bi(VO4),"{""Bi"": 1.0, ""V"": 1.0, ""O"": 4.0}",323.918,#D2B48C,orthorhombic,"{34,47}",2562.0
Pumpellyite-(Mg),Ca2MgAl2(Si2O7)(SiO4)(OH)2·H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""Al"": 2.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 4.0}",470.698,#FFFFFF,monoclinic,{40},319.0
Puninite,Na2Cu3O(SO4)3,"{""Na"": 2.0, ""Cu"": 3.0, ""O"": 13.0, ""S"": 3.0}",540.785,#FFFFFF,monoclinic,{45},424.0
Punkaruaivite,Li{Ti2(OH)2[Si4O11(OH)]}·H2O,"{""Li"": 1.0, ""Ti"": 2.0, ""O"": 15.0, ""H"": 5.0, ""Si"": 4.0}",460.039,#FFFFFF,monoclinic,{35},726.0
Putnisite,SrCa4Cr3+8(CO3)8(SO4)(OH)16·25H2O,"{""Sr"": 1.0, ""Ca"": 4.0, ""Cr"": 8.0, ""C"": 8.0, ""O"": 69.0, ""S"": 1.0, ""H"": 66.0}",1962.507,#FFFFFF,orthorhombic,{47},1998.0
Pyatenkoite-(Y),Na5YTiSi6O18·6H2O,"{""Na"": 5.0, ""Y"": 1.0, ""Ti"": 1.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 12.0}",816.305,#FFFFFF,hexagonal,{35},726.0
Pyracmonite,(NH4)3Fe(SO4)3,"{""N"": 3.0, ""H"": 12.0, ""Fe"": 1.0, ""S"": 3.0, ""O"": 12.0}",398.13,#556B2F,monoclinic,"{45,50,54}",931.0
Pyradoketosite,Ag3SbS3,"{""Ag"": 3.0, ""Sb"": 1.0, ""S"": 3.0}",541.55,#A9A9A9,monoclinic,{33},797.0
Pyrargyrite,Ag3SbS3,"{""Ag"": 3.0, ""Sb"": 1.0, ""S"": 3.0}",541.55,#A9A9A9,hexagonal,{33},797.0
Pyrite,FeS2,"{""Fe"": 1.0, ""S"": 2.0}",119.965,#DAA520,triclinic,"{6,11,12,15,17,19,23,24,25,26,33,36,37,38,40,44,47,49,50,53,54,55}",6152.0
Pyroaurite,Mg6Fe3+2(OH)16(CO3)·4H2O,"{""Mg"": 6.0, ""Fe"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",661.7,#556B2F,hexagonal,"{13,50,54}",574.0
Pyromorphite,Pb5(PO4)3Cl,"{""Pb"": 5.0, ""P"": 3.0, ""O"": 12.0, ""Cl"": 1.0}",1356.36,#FFFFFF,hexagonal,"{45,47}",2422.0
Pyrope,Mg3Al2(SiO4)3,"{""Mg"": 3.0, ""Al"": 2.0, ""Si"": 3.0, ""O"": 12.0}",403.122,#FFFFFF,cubic,"{7,26,36,39}",734.0
Pyrophyllite,Al2Si4O10(OH)2,"{""Al"": 2.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",360.308,#FFFFFF,triclinic,"{23,40,48}",788.0
Pyrosmalite-(Fe),Fe2+8Si6O15(OH)10,"{""Fe"": 8.0, ""Si"": 6.0, ""O"": 25.0, ""H"": 10.0}",1025.325,#556B2F,hexagonal,{32},412.0
Pyrostilpnite,Ag3SbS3,"{""Ag"": 3.0, ""Sb"": 1.0, ""S"": 3.0}",541.55,#A9A9A9,monoclinic,{33},797.0
Pyroxferroite,Fe2+SiO3,"{""Fe"": 1.0, ""Si"": 1.0, ""O"": 3.0}",131.927,#8B4513,triclinic,{32},412.0
Pyrrhotite,Fe7S8,"{""Fe"": 7.0, ""S"": 8.0}",647.395,#DAA520,hexagonal,"{6,12,14,15,26,31,33,36,37,38,40,49,50,54}",3267.0
Qaqarssukite-(Ce),BaCe(CO3)2F,"{""Ba"": 1.0, ""Ce"": 1.0, ""C"": 2.0, ""O"": 6.0, ""F"": 1.0}",416.464,#FFFFFF,hexagonal,{36},291.0
Qeltite,Ca3TiSi2(Fe3+2Si)O14,"{""Ca"": 3.0, ""Ti"": 1.0, ""Si"": 3.0, ""Fe"": 2.0, ""O"": 14.0}",588.032,#556B2F,hexagonal,{51},128.0
Qilianshanite,NaH4(CO3)(BO3)·2H2O,"{""Na"": 1.0, ""H"": 8.0, ""C"": 1.0, ""O"": 8.0, ""B"": 1.0}",181.867,#FFFFFF,monoclinic,"{25,47}",2208.0
Qingsongite,BN,"{""B"": 1.0, ""N"": 1.0}",24.817,#FFFFFF,cubic,"{7,36,38,39}",592.0
Qitianlingite,Fe2+2Nb2W6+O10,"{""Fe"": 2.0, ""Nb"": 2.0, ""W"": 1.0, ""O"": 10.0}",641.332,#556B2F,orthorhombic,{34},564.0
Quadratite,AgCdAsS3,"{""Ag"": 1.0, ""Cd"": 1.0, ""As"": 1.0, ""S"": 3.0}",391.382,#FFD700,tetragonal,{33},797.0
Quadruphite,Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2,"{""Na"": 14.0, ""Ca"": 2.0, ""Ti"": 4.0, ""Si"": 4.0, ""O"": 34.0, ""P"": 4.0, ""F"": 2.0}",1411.682,#FFFFFF,triclinic,{35},726.0
Quartz,SiO2,"{""Si"": 1.0, ""O"": 2.0}",60.083,#FFFFFF,hexagonal,"{3,5,6,9,10,14,19,23,24,26,34,35,43,49}",2883.0
Quatrandorite,AgPbSb3S6,"{""Ag"": 1.0, ""Pb"": 1.0, ""Sb"": 3.0, ""S"": 6.0}",872.71,#708090,monoclinic,{33},797.0
Quenstedtite,Fe3+2(SO4)3·11H2O,"{""Fe"": 2.0, ""S"": 3.0, ""O"": 23.0, ""H"": 22.0}",598.023,#556B2F,triclinic,{47},1998.0
Quijarroite,Cu6HgPb2Bi4Se12,"{""Cu"": 6.0, ""Hg"": 1.0, ""Pb"": 2.0, ""Bi"": 4.0, ""Se"": 12.0}",2779.838,#FFFFFF,orthorhombic,{33},797.0
Quintinite,Mg4Al2(OH)12(CO3)·3H2O,"{""Mg"": 4.0, ""Al"": 2.0, ""O"": 18.0, ""H"": 18.0, ""C"": 1.0}",469.321,#FFFFFF,hexagonal,"{35,36,47}",3015.0
Qusongite,WC,"{""W"": 1.0, ""C"": 1.0}",195.851,#FFFFFF,hexagonal,"{7,26,36,38,39}",842.0
Raadeite,Mg7(PO4)2(OH)8,"{""Mg"": 7.0, ""P"": 2.0, ""O"": 16.0, ""H"": 8.0}",496.131,#FFFFFF,monoclinic,"{13,47}",2065.0
Rabbittite,Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O,"{""Ca"": 3.0, ""Mg"": 3.0, ""U"": 2.0, ""O"": 44.0, ""C"": 6.0, ""H"": 40.0}",1485.551,#FFFFFF,monoclinic,"{47,55}",2262.0
Rabejacite,Ca2[(UO2)4O4(SO4)2](H2O)8,"{""Ca"": 2.0, ""U"": 4.0, ""O"": 28.0, ""S"": 2.0, ""H"": 16.0}",1560.496,#FFFFFF,orthorhombic,{47},1998.0
Raberite,Tl5Ag4As6SbS15,"{""Tl"": 5.0, ""Ag"": 4.0, ""As"": 6.0, ""Sb"": 1.0, ""S"": 15.0}",2505.572,#FFD700,triclinic,{33},797.0
Radekskodaite-(Ce),(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,"{""Ca"": 1.0, ""Ce"": 5.0, ""Al"": 4.0, ""Fe"": 1.0, ""Si"": 7.0, ""O"": 31.0, ""H"": 3.0}",1600.039,#556B2F,monoclinic,{35},726.0
Radekskodaite-(La),(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,"{""Ca"": 1.0, ""La"": 5.0, ""Al"": 4.0, ""Fe"": 1.0, ""Si"": 7.0, ""O"": 31.0, ""H"": 3.0}",1593.989,#556B2F,monoclinic,{35},726.0
Radovanite,Cu2Fe3+[As5+O4][As3+O2(OH)]2·H2O,"{""Cu"": 2.0, ""Fe"": 1.0, ""As"": 3.0, ""O"": 11.0, ""H"": 4.0}",587.724,#556B2F,orthorhombic,{47},1998.0
Radtkeite,Hg3S2ClI,"{""Hg"": 3.0, ""S"": 2.0, ""Cl"": 1.0, ""I"": 1.0}",828.24,#A9A9A9,monoclinic,"{25,33,47}",3005.0
Radvaniceite,GeS2,"{""Ge"": 1.0, ""S"": 2.0}",136.75,#A9A9A9,monoclinic,{54},234.0
Raguinite,TlFeS2,"{""Tl"": 1.0, ""Fe"": 1.0, ""S"": 2.0}",324.345,#DAA520,monoclinic,"{23,33}",1195.0
Raisaite,CuMg[Te6+O4(OH)2]·6H2O,"{""Cu"": 1.0, ""Mg"": 1.0, ""Te"": 1.0, ""O"": 12.0, ""H"": 14.0}",421.551,#FFFFFF,monoclinic,{47},1998.0
Rajite,CuTe4+2O5,"{""Cu"": 1.0, ""Te"": 2.0, ""O"": 5.0}",398.741,#00BFFF,monoclinic,{47},1998.0
Rakovanite,(NH4)3Na3[V10O28]·12H2O,"{""N"": 3.0, ""H"": 36.0, ""Na"": 3.0, ""V"": 10.0, ""O"": 40.0}",1296.659,#FFFFFF,monoclinic,"{47,53,55}",2379.0
Ramaccioniite,Cu4[SeO4](OH)6,"{""Cu"": 4.0, ""Se"": 1.0, ""O"": 10.0, ""H"": 6.0}",499.193,#FFFFFF,monoclinic,{47},1998.0
Ramanite-(Cs),CsB5O6(OH)4·2H2O,"{""Cs"": 1.0, ""B"": 5.0, ""O"": 12.0, ""H"": 8.0}",387.012,#FFFFFF,monoclinic,{47},1998.0
Ramanite-(Rb),RbB5O6(OH)4·2H2O,"{""Rb"": 1.0, ""B"": 5.0, ""O"": 12.0, ""H"": 8.0}",339.57,#FFFFFF,orthorhombic,{47},1998.0
Rameauite,K2Ca(UO2)6O6(OH)4·6H2O,"{""K"": 2.0, ""Ca"": 1.0, ""U"": 6.0, ""O"": 28.0, ""H"": 16.0}",2010.554,#FFFFFF,monoclinic,{47},1998.0
Rammelsbergite,NiAs2,"{""Ni"": 1.0, ""As"": 2.0}",208.537,#7FFF00,orthorhombic,{33},797.0
Ramsbeckite,Cu15(SO4)4(OH)22·6H2O,"{""Cu"": 15.0, ""S"": 4.0, ""O"": 44.0, ""H"": 34.0}",1819.658,#FFFFFF,monoclinic,"{47,55,56}",2405.0
Rankinite,Ca3Si2O7,"{""Ca"": 3.0, ""Si"": 2.0, ""O"": 7.0}",288.397,#FFFFFF,monoclinic,"{31,51}",484.0
Ransomite,CuFe3+2(SO4)4·6H2O,"{""Cu"": 1.0, ""Fe"": 2.0, ""S"": 4.0, ""O"": 22.0, ""H"": 12.0}",667.55,#556B2F,monoclinic,"{47,55}",2262.0
Ranunculite,Al(UO2)(PO3OH)(OH)3·4H2O,"{""Al"": 1.0, ""U"": 1.0, ""O"": 13.0, ""P"": 1.0, ""H"": 12.0}",516.069,#FFFFFF,monoclinic,{47},1998.0
Rapidcreekite,Ca2(SO4)(CO3)·4H2O,"{""Ca"": 2.0, ""S"": 1.0, ""O"": 11.0, ""C"": 1.0, ""H"": 8.0}",308.28,#FFFFFF,orthorhombic,"{47,56}",2141.0
Rappoldite,PbCo2(AsO4)2·2H2O,"{""Pb"": 1.0, ""Co"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",638.932,#FFFFFF,triclinic,{47},1998.0
Rasmussenite,Ca(C2H3O3)2·3H2O,"{""Ca"": 1.0, ""C"": 4.0, ""H"": 12.0, ""O"": 9.0}",244.209,#FFFFFF,triclinic,{},1.0
Raspite,Pb(WO4),"{""Pb"": 1.0, ""W"": 1.0, ""O"": 4.0}",455.036,#FFFFFF,monoclinic,{47},1998.0
Rasvumite,KFe2S3,"{""K"": 1.0, ""Fe"": 2.0, ""S"": 3.0}",246.968,#DAA520,orthorhombic,"{20,33,35,36,47}",3857.0
Rathite-IV,Pb3As5S10,"{""Pb"": 3.0, ""As"": 5.0, ""S"": 10.0}",1316.81,#708090,unknown,{33},797.0
Rauchite,Ni(UO2)2(AsO4)2·10H2O,"{""Ni"": 1.0, ""U"": 2.0, ""O"": 22.0, ""As"": 2.0, ""H"": 20.0}",1056.735,#FFFFFF,triclinic,{47},1998.0
Rauenthalite,Ca3(AsO4)2·10H2O,"{""Ca"": 3.0, ""As"": 2.0, ""O"": 18.0, ""H"": 20.0}",578.22,#FFFFFF,triclinic,"{47,55}",2262.0
Rauvite,Ca(UO2)2V10O28·16H2O,"{""Ca"": 1.0, ""U"": 2.0, ""O"": 48.0, ""V"": 10.0, ""H"": 32.0}",1825.766,#FFFFFF,unknown,{47},1998.0
Ravatite,C14H10,"{""C"": 14.0, ""H"": 10.0}",178.234,#FFFFFF,monoclinic,"{50,54}",507.0
Raydemarkite,MoO3·H2O,"{""Mo"": 1.0, ""O"": 4.0, ""H"": 2.0}",161.962,#FFFFFF,triclinic,{47},1998.0
Realgar,AsS,"{""As"": 1.0, ""S"": 1.0}",106.982,#FFD700,monoclinic,"{11,12,14,24,33,50,54}",1604.0
Rebulite,Tl5Sb5As8S22,"{""Tl"": 5.0, ""Sb"": 5.0, ""As"": 8.0, ""S"": 22.0}",2935.396,#FFD700,monoclinic,"{23,33}",1195.0
Reckibachite,Ag2Pb12As14Sb4S40,"{""Ag"": 2.0, ""Pb"": 12.0, ""As"": 14.0, ""Sb"": 4.0, ""S"": 40.0}",5520.488,#708090,monoclinic,{},1.0
Redgillite,Cu6(SO4)(OH)10·H2O,"{""Cu"": 6.0, ""S"": 1.0, ""O"": 15.0, ""H"": 12.0}",665.417,#FFFFFF,monoclinic,{47},1998.0
Redingtonite,Fe2+Cr2(SO4)4·22H2O,"{""Fe"": 1.0, ""Cr"": 2.0, ""S"": 4.0, ""O"": 38.0, ""H"": 44.0}",940.391,#556B2F,unknown,"{47,50}",2271.0
Redledgeite,Ba(Ti6Cr3+2)O16,"{""Ba"": 1.0, ""Ti"": 6.0, ""Cr"": 2.0, ""O"": 16.0}",784.508,#FFFFFF,tetragonal,{7},123.0
Redondite,Al(PO4)·2H2O,"{""Al"": 1.0, ""P"": 1.0, ""O"": 6.0, ""H"": 4.0}",157.982,#FFFFFF,unknown,{34},564.0
Reedmergnerite,NaBSi3O8,"{""Na"": 1.0, ""B"": 1.0, ""Si"": 3.0, ""O"": 8.0}",246.047,#FFFFFF,triclinic,"{24,35,50}",1073.0
Reevesite,Ni6Fe3+2(OH)16(CO3)·4H2O,"{""Ni"": 6.0, ""Fe"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",868.028,#556B2F,hexagonal,{47},1998.0
Refikite,C20H34O2,"{""C"": 20.0, ""H"": 34.0, ""O"": 2.0}",306.49,#FFFFFF,orthorhombic,"{50,53}",390.0
Regerite,KFe6(PO4)4(OH)7(H2O)6·4H2O,"{""K"": 1.0, ""Fe"": 6.0, ""P"": 4.0, ""O"": 33.0, ""H"": 27.0}",1053.247,#556B2F,monoclinic,{},1.0
Reichenbachite,Cu5(PO4)2(OH)4,"{""Cu"": 5.0, ""P"": 2.0, ""O"": 12.0, ""H"": 4.0}",575.698,#FFFFFF,monoclinic,{47},1998.0
Reidite,Zr(SiO4),"{""Zr"": 1.0, ""Si"": 1.0, ""O"": 4.0}",183.305,#FFFFFF,tetragonal,{30},16.0
Reinhardbraunsite,Ca5(SiO4)2(OH)2,"{""Ca"": 5.0, ""Si"": 2.0, ""O"": 10.0, ""H"": 2.0}",418.566,#FFFFFF,monoclinic,"{9,51}",255.0
Relianceite-(K),K4Mg(V4+O)2(C2O4)(PO3OH)4(H2O)10,"{""K"": 4.0, ""Mg"": 1.0, ""V"": 2.0, ""O"": 32.0, ""C"": 2.0, ""P"": 4.0, ""H"": 24.0}",966.659,#FFFFFF,monoclinic,"{52,55}",336.0
Renardite,Pb(UO2)4(PO4)2(OH)4·7H2O,"{""Pb"": 1.0, ""U"": 4.0, ""O"": 27.0, ""P"": 2.0, ""H"": 18.0}",1671.385,#FFFFFF,unknown,{47},1998.0
Rengeite,Sr4Ti4ZrO8(Si2O7)2,"{""Sr"": 4.0, ""Ti"": 4.0, ""Zr"": 1.0, ""O"": 22.0, ""Si"": 4.0}",1097.49,#FFFFFF,monoclinic,{35},726.0
Retgersite,Ni(SO4)·6H2O,"{""Ni"": 1.0, ""S"": 1.0, ""O"": 10.0, ""H"": 12.0}",262.839,#FFFFFF,tetragonal,{47},1998.0
Revdite,Na16Si16O27(OH)26·28H2O,"{""Na"": 16.0, ""Si"": 16.0, ""O"": 81.0, ""H"": 82.0}",2195.775,#FFFFFF,monoclinic,"{9,35}",853.0
Reyerite,Na2Ca14Al2Si22O58(OH)8·6H2O,"{""Na"": 2.0, ""Ca"": 14.0, ""Al"": 2.0, ""Si"": 22.0, ""O"": 72.0, ""H"": 20.0}",2450.994,#FFFFFF,hexagonal,"{9,40}",446.0
Reznitskyite,CaMg(VO4)F,"{""Ca"": 1.0, ""Mg"": 1.0, ""V"": 1.0, ""O"": 4.0, ""F"": 1.0}",198.319,#FFFFFF,monoclinic,{45},424.0
Rhabdophane-(Ce),Ce(PO4)·H2O,"{""Ce"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 2.0}",253.105,#FFFFFF,hexagonal,"{23,34,35}",1688.0
Rhabdophane-(La),La(PO4)·H2O,"{""La"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 2.0}",251.895,#FFFFFF,unknown,{34},564.0
Rhabdophane-(Nd),Nd(PO4)·H2O,"{""Nd"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 2.0}",257.225,#FFFFFF,unknown,{34},564.0
Rhabdophane-(Y),Y(PO4)·H2O,"{""Y"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 2.0}",201.891,#FFFFFF,hexagonal,{8},93.0
Rheniite,ReS2,"{""Re"": 1.0, ""S"": 2.0}",250.33,#A9A9A9,triclinic,{12},129.0
Rhodarsenide,Rh2As,"{""Rh"": 2.0, ""As"": 1.0}",280.742,#808080,orthorhombic,"{26,33,37}",1182.0
Rhodesite,KHCa2Si8O19·5H2O,"{""K"": 1.0, ""H"": 11.0, ""Ca"": 2.0, ""Si"": 8.0, ""O"": 24.0}",738.998,#FFFFFF,orthorhombic,"{7,35}",849.0
Rhodium,Rh,"{""Rh"": 1.0}",102.91,#FFFFFF,cubic,"{26,36,37,38}",784.0
Rhodizite,KBe4Al4(B11Be)O28,"{""K"": 1.0, ""Be"": 5.0, ""Al"": 4.0, ""B"": 11.0, ""O"": 28.0}",758.969,#FFFFFF,cubic,{34},564.0
Rhodplumsite,Rh3Pb2S2,"{""Rh"": 3.0, ""Pb"": 2.0, ""S"": 2.0}",787.25,#708090,hexagonal,"{7,12,26,33}",1299.0
Rhomboclase,(H5O2)Fe3+(SO4)2·2H2O,"{""H"": 9.0, ""O"": 12.0, ""Fe"": 1.0, ""S"": 2.0}",321.025,#556B2F,orthorhombic,"{45,47,50,54,56}",3072.0
Rhonite,Ca4[Mg8Fe3+2Ti2]O4[Si6Al6O36],"{""Ca"": 4.0, ""Mg"": 8.0, ""Fe"": 2.0, ""Ti"": 2.0, ""O"": 40.0, ""Si"": 6.0, ""Al"": 6.0}",1532.538,#556B2F,triclinic,"{3,8,9,31,35}",1350.0
Richardsollyite,TlPbAsS3,"{""Tl"": 1.0, ""Pb"": 1.0, ""As"": 1.0, ""S"": 3.0}",582.682,#708090,monoclinic,"{23,33}",1195.0
Richelsdorfite,Ca2Cu5Sb5+(AsO4)4(OH)6Cl·6H2O,"{""Ca"": 2.0, ""Cu"": 5.0, ""Sb"": 1.0, ""As"": 4.0, ""O"": 28.0, ""H"": 18.0, ""Cl"": 1.0}",1320.9,#FFFFFF,monoclinic,"{47,55}",2262.0
Richterite,Na(NaCa)Mg5Si8O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 5.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",818.255,#FFFFFF,monoclinic,"{7,31,35,36}",1496.0
Rickturnerite,Pb7O4[Mg(OH)4](OH)Cl3,"{""Pb"": 7.0, ""O"": 9.0, ""Mg"": 1.0, ""H"": 5.0, ""Cl"": 3.0}",1730.086,#FFFFFF,orthorhombic,{47},1998.0
Riesite,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.865,#FFFFFF,monoclinic,{30},16.0
Rietveldite,Fe(UO2)(SO4)2(H2O)5,"{""Fe"": 1.0, ""U"": 1.0, ""O"": 15.0, ""S"": 2.0, ""H"": 10.0}",608.06,#556B2F,orthorhombic,{47},1998.0
Rilandite,Cr6SiO11·5H2O (?),"{""Cr"": 6.0, ""Si"": 1.0, ""O"": 16.0, ""H"": 10.0}",606.125,#FFFFFF,unknown,"{47,53}",2115.0
Rimkorolgite,BaMg5(PO4)4·8H2O,"{""Ba"": 1.0, ""Mg"": 5.0, ""P"": 4.0, ""O"": 24.0, ""H"": 16.0}",782.855,#FFFFFF,monoclinic,"{36,47}",2289.0
Ringwoodite,SiMg2O4,"{""Si"": 1.0, ""Mg"": 2.0, ""O"": 4.0}",140.691,#FFFFFF,cubic,"{6,36}",496.0
Rinkite-(Ce),Ca2(CaCe)Na(NaCa)Ti(Si2O7)2(OF)F2,"{""Ca"": 4.0, ""Ce"": 1.0, ""Na"": 2.0, ""Ti"": 1.0, ""Si"": 4.0, ""O"": 15.0, ""F"": 3.0}",803.598,#FFFFFF,monoclinic,{35},726.0
Rinkite-(Y),Ca2(CaY)Na(NaCa)Ti(Si2O7)2(OF)F2,"{""Ca"": 4.0, ""Y"": 1.0, ""Na"": 2.0, ""Ti"": 1.0, ""Si"": 4.0, ""O"": 15.0, ""F"": 3.0}",752.384,#FFFFFF,monoclinic,{35},726.0
Rinneite,K3NaFe2+Cl6,"{""K"": 3.0, ""Na"": 1.0, ""Fe"": 1.0, ""Cl"": 6.0}",408.829,#556B2F,hexagonal,"{25,45}",634.0
Riomarinaite,Bi(SO4)(OH)·H2O,"{""Bi"": 1.0, ""S"": 1.0, ""O"": 6.0, ""H"": 3.0}",340.058,#FFFFFF,monoclinic,{47},1998.0
Riosecoite,Ca2Mg(AsO3OH)3(H2O)2,"{""Ca"": 2.0, ""Mg"": 1.0, ""As"": 3.0, ""O"": 14.0, ""H"": 7.0}",560.269,#FFFFFF,triclinic,{47},1998.0
Riotintoite,Al(SO4)(OH)·3H2O,"{""Al"": 1.0, ""S"": 1.0, ""O"": 8.0, ""H"": 7.0}",194.09,#FFFFFF,triclinic,{47},1998.0
Rivadavite,Na6Mg[B6O7(OH)6]4·10H2O,"{""Na"": 6.0, ""Mg"": 1.0, ""B"": 24.0, ""O"": 62.0, ""H"": 44.0}",1457.975,#FFFFFF,monoclinic,{25},210.0
Riversideite,Ca5Si6O16(OH)2·2H2O,"{""Ca"": 5.0, ""Si"": 6.0, ""O"": 20.0, ""H"": 6.0}",694.928,#FFFFFF,unknown,"{31,51}",484.0
Robinsonite,Pb4Sb6S13,"{""Pb"": 4.0, ""Sb"": 6.0, ""S"": 13.0}",1976.14,#708090,monoclinic,{33},797.0
Rodalquilarite,H3Fe3+2(Te4+O3)4Cl,"{""H"": 3.0, ""Fe"": 2.0, ""Te"": 4.0, ""O"": 12.0, ""Cl"": 1.0}",852.552,#556B2F,triclinic,{47},1998.0
Rodolicoite,Fe3+(PO4),"{""Fe"": 1.0, ""P"": 1.0, ""O"": 4.0}",150.815,#8B4513,hexagonal,"{52,55}",336.0
Roedderite,KNaMg2(Mg3Si12)O30,"{""K"": 1.0, ""Na"": 1.0, ""Mg"": 5.0, ""Si"": 12.0, ""O"": 30.0}",1000.603,#FFFFFF,hexagonal,"{4,5,6,26}",596.0
Rogermitchellite,Na6Sr12Ba2Zr13Si39B6O123(OH)14·10H2O,"{""Na"": 6.0, ""Sr"": 12.0, ""Ba"": 2.0, ""Zr"": 13.0, ""Si"": 39.0, ""B"": 6.0, ""O"": 147.0, ""H"": 34.0}",6196.252,#FFFFFF,hexagonal,{35},726.0
Rokuhnite,FeCl2·2H2O,"{""Fe"": 1.0, ""Cl"": 2.0, ""H"": 4.0, ""O"": 2.0}",162.775,#556B2F,monoclinic,{47},1998.0
Rollandite,Cu3(AsO4)2·4H2O,"{""Cu"": 3.0, ""As"": 2.0, ""O"": 12.0, ""H"": 8.0}",540.534,#FFFFFF,orthorhombic,{47},1998.0
Romanorlovite,K11Cu9Cl25(OH)4·2H2O,"{""K"": 11.0, ""Cu"": 9.0, ""Cl"": 25.0, ""O"": 6.0, ""H"": 8.0}",1992.3,#FFFFFF,tetragonal,{45},424.0
