name,formula,elements,density,color,crystal
Fencooperite,Ba6Fe3+3Si8O23(CO3)2Cl3·H2O,"{""Ba"": 6.0, ""Fe"": 3.0, ""Si"": 8.0, ""O"": 30.0, ""C"": 2.0, ""Cl"": 3.0, ""H"": 2.0}",1828.553,#556B2F,hexagonal
Fengruiite,[Ag6Sb2S7][Ag9CuS2Te2],"{""Ag"": 15.0, ""Sb"": 2.0, ""S"": 9.0, ""Cu"": 1.0, ""Te"": 2.0}",2468.856,#A9A9A9,hexagonal
Feodosiyite,Cu11Mg2Cl18(OH)8·16H2O,"{""Cu"": 11.0, ""Mg"": 2.0, ""Cl"": 18.0, ""O"": 24.0, ""H"": 40.0}",1810.012,#FFFFFF,monoclinic
Ferberite,Fe2+(WO4),"{""Fe"": 1.0, ""W"": 1.0, ""O"": 4.0}",303.681,#8B4513,monoclinic
Ferdowsiite,Ag8(Sb5As3)S16,"{""Ag"": 8.0, ""Sb"": 5.0, ""As"": 3.0, ""S"": 16.0}",2209.486,#FFD700,monoclinic
Fergusonite-(Y),YNbO4,"{""Y"": 1.0, ""Nb"": 1.0, ""O"": 4.0}",245.808,#FFFFFF,tetragonal
Fermiite,Na4(UO2)(SO4)3·3H2O,"{""Na"": 4.0, ""U"": 1.0, ""O"": 17.0, ""S"": 3.0, ""H"": 6.0}",704.201,#FFFFFF,orthorhombic
Feroxyhyte,Fe3+O(OH),"{""Fe"": 1.0, ""O"": 2.0, ""H"": 1.0}",88.851,#8B4513,hexagonal
Ferrarisite,Ca5(AsO3OH)2(AsO4)2·9H2O,"{""Ca"": 5.0, ""As"": 4.0, ""O"": 25.0, ""H"": 20.0}",920.213,#FFFFFF,triclinic
Ferriallanite-(Ce),CaCe(Fe3+AlFe2+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""Ce"": 1.0, ""Fe"": 2.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",612.12,#556B2F,monoclinic
Ferriallanite-(La),CaLa(Fe3+AlFe2+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""La"": 1.0, ""Fe"": 2.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",610.91,#556B2F,monoclinic
Ferribushmakinite,Pb2Fe3+(PO4)(VO4)(OH),"{""Pb"": 2.0, ""Fe"": 1.0, ""P"": 1.0, ""O"": 9.0, ""V"": 1.0, ""H"": 1.0}",697.16,#556B2F,monoclinic
Ferri-fluoro-katophorite,Na(NaCa)(Mg4Fe3+)(Si7Al)O22F2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 4.0, ""Fe"": 1.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 22.0, ""F"": 2.0}",852.674,#556B2F,monoclinic
Ferri-fluoro-leakeite,NaNa2(Mg2Fe3+2Li)Si8O22F2,"{""Na"": 3.0, ""Mg"": 2.0, ""Fe"": 2.0, ""Li"": 1.0, ""Si"": 8.0, ""O"": 22.0, ""F"": 2.0}",850.864,#556B2F,monoclinic
Ferrihydrite,Fe3+5O7(OH),"{""Fe"": 5.0, ""O"": 8.0, ""H"": 1.0}",408.225,#8B4513,hexagonal
Ferri-kaersutite,NaCa2(Mg3Fe3+Ti)(Si6Al2)O22O2,"{""Na"": 1.0, ""Ca"": 2.0, ""Mg"": 3.0, ""Fe"": 1.0, ""Ti"": 1.0, ""Si"": 6.0, ""Al"": 2.0, ""O"": 24.0}",886.223,#556B2F,monoclinic
Ferri-katophorite,Na(NaCa)(Mg4Fe3+)(Si7Al)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 4.0, ""Fe"": 1.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 24.0, ""H"": 2.0}",848.692,#556B2F,monoclinic
Ferri-leakeite,NaNa2(Mg2Fe3+2Li)Si8O22(OH)2,"{""Na"": 3.0, ""Mg"": 2.0, ""Fe"": 2.0, ""Li"": 1.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",846.882,#556B2F,monoclinic
Ferrimolybdite,Fe3+2(Mo6+O4)3·7H2O,"{""Fe"": 2.0, ""Mo"": 3.0, ""O"": 19.0, ""H"": 14.0}",717.633,#556B2F,
Ferrimuirite,Ba10(Ca2Fe3+2)[Si8O24]O2Cl10,"{""Ba"": 10.0, ""Ca"": 2.0, ""Fe"": 2.0, ""Si"": 8.0, ""O"": 26.0, ""Cl"": 10.0}",2560.3,#556B2F,tetragonal
Ferrinatrite,Na3Fe3+(SO4)3·3H2O,"{""Na"": 3.0, ""Fe"": 1.0, ""S"": 3.0, ""O"": 15.0, ""H"": 6.0}",467.028,#556B2F,hexagonal
Ferri-obertiite,NaNa2(Mg3Fe3+Ti)Si8O22O2,"{""Na"": 3.0, ""Mg"": 3.0, ""Fe"": 1.0, ""Ti"": 1.0, ""Si"": 8.0, ""O"": 24.0}",854.253,#556B2F,monoclinic
Ferri-pedrizite,NaLi2(Mg2Fe3+2Li)Si8O22(OH)2,"{""Na"": 1.0, ""Li"": 3.0, ""Mg"": 2.0, ""Fe"": 2.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",814.782,#556B2F,monoclinic
Ferriperboeite-(Ce),(CaCe3)(Fe3+Al2Fe2+)(Si2O7)(SiO4)3O(OH)2,"{""Ca"": 1.0, ""Ce"": 3.0, ""Fe"": 2.0, ""Al"": 2.0, ""Si"": 5.0, ""O"": 22.0, ""H"": 2.0}",1120.511,#556B2F,monoclinic
Ferriperboeite-(La),(CaLa3)(Fe3+Al2Fe2+)[Si2O7][SiO4]3O(OH)2,"{""Ca"": 1.0, ""La"": 3.0, ""Fe"": 2.0, ""Al"": 2.0, ""Si"": 5.0, ""O"": 22.0, ""H"": 2.0}",1116.881,#556B2F,monoclinic
Ferriphoxite,[(NH4)2K(H2O)][Fe3+(HPO4)2(C2O4)],"{""N"": 2.0, ""H"": 12.0, ""K"": 1.0, ""O"": 13.0, ""Fe"": 1.0, ""P"": 2.0, ""C"": 2.0}",429.01,#556B2F,monoclinic
Ferriprehnite,Ca2Fe3+(AlSi3)O10(OH)2,"{""Ca"": 2.0, ""Fe"": 1.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 12.0, ""H"": 2.0}",441.242,#556B2F,orthorhombic
Ferripyrophyllite,Fe3+Si2O5(OH),"{""Fe"": 1.0, ""Si"": 2.0, ""O"": 6.0, ""H"": 1.0}",209.017,#556B2F,monoclinic
Ferrisanidine,K(Fe3+Si3O8),"{""K"": 1.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 8.0}",307.19,#556B2F,monoclinic
Ferristrunzite,Fe3+Fe3+2(PO4)2(OH)3·5H2O,"{""Fe"": 3.0, ""P"": 2.0, ""O"": 16.0, ""H"": 13.0}",498.571,#556B2F,triclinic
Ferrisymplesite,Fe3+3(AsO4)2(OH)3·5H2O,"{""Fe"": 3.0, ""As"": 2.0, ""O"": 16.0, ""H"": 13.0}",586.467,#556B2F,
Ferri-taramite,Na(NaCa)(Mg3Fe3+2)(Si6Al2)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 3.0, ""Fe"": 2.0, ""Si"": 6.0, ""Al"": 2.0, ""O"": 24.0, ""H"": 2.0}",879.129,#556B2F,monoclinic
Ferrivauxite,Fe3+Al2(PO4)2(OH)3·5H2O,"{""Fe"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 16.0, ""H"": 13.0}",440.845,#556B2F,triclinic
Ferroakermanite,Ca2FeSi2O7,"{""Ca"": 2.0, ""Fe"": 1.0, ""Si"": 2.0, ""O"": 7.0}",304.164,#556B2F,tetragonal
Ferroalluaudite,NaFe2+Fe3+2(PO4)3,"{""Na"": 1.0, ""Fe"": 3.0, ""P"": 3.0, ""O"": 12.0}",475.435,#556B2F,monoclinic
Ferroaluminoceladonite,KFe2+AlSi4O10(OH)2,"{""K"": 1.0, ""Fe"": 1.0, ""Al"": 1.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",428.269,#556B2F,monoclinic
Ferroberaunite,Fe2+Fe3+5(PO4)4(OH)5·6H2O,"{""Fe"": 6.0, ""P"": 4.0, ""O"": 27.0, ""H"": 17.0}",908.075,#556B2F,monoclinic
Ferro-bosiite,NaFe3+3(Al4Fe2+2)(Si6O18)(BO3)3(OH)3O,"{""Na"": 1.0, ""Fe"": 5.0, ""Al"": 4.0, ""Si"": 6.0, ""O"": 31.0, ""B"": 3.0, ""H"": 3.0}",1110.076,#556B2F,hexagonal
Ferrobustamite,CaFe2+Si2O6,"{""Ca"": 1.0, ""Fe"": 1.0, ""Si"": 2.0, ""O"": 6.0}",248.087,#556B2F,triclinic
Ferrocarpholite,Fe2+Al2Si2O6(OH)4,"{""Fe"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 10.0, ""H"": 4.0}",330.001,#556B2F,orthorhombic
Ferroceladonite,KFe2+Fe3+Si4O10(OH)2,"{""K"": 1.0, ""Fe"": 2.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",457.132,#556B2F,monoclinic
Ferrodimolybdenite,FeMo2S4,"{""Fe"": 1.0, ""Mo"": 2.0, ""S"": 4.0}",375.985,#DAA520,monoclinic
Ferro-edenite,NaCa2Fe2+5(Si7Al)O22(OH)2,"{""Na"": 1.0, ""Ca"": 2.0, ""Fe"": 5.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 24.0, ""H"": 2.0}",991.94,#556B2F,monoclinic
Ferroefremovite,(NH4)2Fe2+2(SO4)3,"{""N"": 2.0, ""H"": 8.0, ""Fe"": 2.0, ""S"": 3.0, ""O"": 12.0}",435.936,#556B2F,cubic
Ferroericssonite,BaFe2+2Fe3+(Si2O7)O(OH),"{""Ba"": 1.0, ""Fe"": 3.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 1.0}",506.034,#556B2F,monoclinic
Ferro-ferri-fluoro-leakeite,NaNa2(Fe2+2Fe3+2Li)Si8O22F2,"{""Na"": 3.0, ""Fe"": 4.0, ""Li"": 1.0, ""Si"": 8.0, ""O"": 22.0, ""F"": 2.0}",913.944,#556B2F,monoclinic
Ferro-ferri-katophorite,Na(NaCa)(Fe2+4Fe3+)(Si7Al)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Fe"": 5.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 24.0, ""H"": 2.0}",974.852,#556B2F,monoclinic
Ferro-ferri-nyboite,NaNa2(Fe2+3Fe3+2)(Si7Al)O22(OH)2,"{""Na"": 3.0, ""Fe"": 5.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 24.0, ""H"": 2.0}",957.764,#556B2F,monoclinic
Ferro-ferri-obertiite,NaNa2(Fe2+3Fe3+Ti)Si8O22O2,"{""Na"": 3.0, ""Fe"": 4.0, ""Ti"": 1.0, ""Si"": 8.0, ""O"": 24.0}",948.873,#556B2F,monoclinic
Ferro-ferri-pedrizite,NaLi2(Fe2+2Fe3+2Li)Si8O22(OH)2,"{""Na"": 1.0, ""Li"": 3.0, ""Fe"": 4.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",877.862,#556B2F,monoclinic
Ferrofettelite,[Ag6As2S7][Ag10FeAs2S8],"{""Ag"": 16.0, ""As"": 4.0, ""S"": 15.0, ""Fe"": 1.0}",2562.353,#DAA520,monoclinic
Ferro-fluoro-edenite,NaCa2Fe2+5(Si7AlO22)F2,"{""Na"": 1.0, ""Ca"": 2.0, ""Fe"": 5.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 22.0, ""F"": 2.0}",995.922,#556B2F,monoclinic
Ferro-fluoro-pedrizite,NaLi2(Fe2+2Al2Li)Si8O22F2,"{""Na"": 1.0, ""Li"": 3.0, ""Fe"": 2.0, ""Al"": 2.0, ""Si"": 8.0, ""O"": 22.0, ""F"": 2.0}",824.118,#556B2F,monoclinic
Ferrohexahydrite,Fe2+(SO4)·6H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 10.0, ""H"": 12.0}",259.991,#556B2F,
Ferroinnelite,Ba4Ti2Na(NaFe2+)Ti(Si2O7)2[(SO4)(PO4)]O2[O(OH)],"{""Ba"": 4.0, ""Ti"": 3.0, ""Na"": 2.0, ""Fe"": 1.0, ""Si"": 4.0, ""O"": 26.0, ""S"": 1.0, ""P"": 1.0, ""H"": 1.0}",1387.102,#556B2F,triclinic
Ferro-katophorite,Na(NaCa)(Fe2+4Al)(Si7Al)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Fe"": 4.0, ""Al"": 2.0, ""Si"": 7.0, ""O"": 24.0, ""H"": 2.0}",945.989,#556B2F,monoclinic
Ferrokinoshitalite,BaFe2+3(Si2Al2)O10(OH)2,"{""Ba"": 1.0, ""Fe"": 3.0, ""Si"": 2.0, ""Al"": 2.0, ""O"": 12.0, ""H"": 2.0}",609.003,#556B2F,monoclinic
Ferrolaueite,Fe2+Fe3+2(PO4)2(OH)2·8H2O,"{""Fe"": 3.0, ""P"": 2.0, ""O"": 18.0, ""H"": 18.0}",535.609,#556B2F,triclinic
Ferromerrillite,Ca9NaFe2+(PO4)7,"{""Ca"": 9.0, ""Na"": 1.0, ""Fe"": 1.0, ""P"": 7.0, ""O"": 28.0}",1104.327,#556B2F,
Ferronickelplatinum,Pt2FeNi,"{""Pt"": 2.0, ""Fe"": 1.0, ""Ni"": 1.0}",504.698,#7FFF00,tetragonal
Ferronordite-(Ce),Na3SrCeFe2+Si6O17,"{""Na"": 3.0, ""Sr"": 1.0, ""Ce"": 1.0, ""Fe"": 1.0, ""Si"": 6.0, ""O"": 17.0}",793.048,#556B2F,orthorhombic
Ferronordite-(La),Na3SrLaFe2+Si6O17,"{""Na"": 3.0, ""Sr"": 1.0, ""La"": 1.0, ""Fe"": 1.0, ""Si"": 6.0, ""O"": 17.0}",791.838,#556B2F,orthorhombic
Ferro-papikeite,NaFe2+2(Fe2+3Al2)(Si5Al3)O22(OH)2,"{""Na"": 1.0, ""Fe"": 5.0, ""Al"": 5.0, ""Si"": 5.0, ""O"": 24.0, ""H"": 2.0}",963.542,#556B2F,orthorhombic
Ferro-pargasite,NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2,"{""Na"": 1.0, ""Ca"": 2.0, ""Fe"": 4.0, ""Al"": 3.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 2.0}",961.974,#556B2F,monoclinic
Ferro-pedrizite,NaLi2(Fe2+2Al2Li)Si8O22(OH)2,"{""Na"": 1.0, ""Li"": 3.0, ""Fe"": 2.0, ""Al"": 2.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",820.136,#556B2F,monoclinic
Ferroqingheiite,Na2Fe2+MgAl(PO4)3,"{""Na"": 2.0, ""Fe"": 1.0, ""Mg"": 1.0, ""Al"": 1.0, ""P"": 3.0, ""O"": 12.0}",438.022,#556B2F,monoclinic
Ferro-richterite,Na(NaCa)Fe2+5Si8O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Fe"": 5.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",975.955,#556B2F,
Ferroselite,FeSe2,"{""Fe"": 1.0, ""Se"": 2.0}",213.787,#8B4513,orthorhombic
Ferrosilite,Fe2+2Si2O6,"{""Fe"": 2.0, ""Si"": 2.0, ""O"": 6.0}",263.854,#8B4513,monoclinic
