name,formula,elements,density,color,crystal_system,dna
Duttonite,V4+O(OH)2,"{""V"": 1.0, ""O"": 3.0, ""H"": 2.0}",100.96,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Dwornikite,Ni(SO4)·H2O,"{""Ni"": 1.0, ""S"": 1.0, ""O"": 5.0, ""H"": 2.0}",172.77,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Dymkovite,Ni(UO2)2(As3+O3)2·7H2O,"{""Ni"": 1.0, ""U"": 2.0, ""O"": 17.0, ""As"": 2.0, ""H"": 14.0}",970.7,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Dypingite,Mg5(CO3)4(OH)2·5H2O,"{""Mg"": 5.0, ""C"": 4.0, ""O"": 19.0, ""H"": 12.0}",485.69,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Dzharkenite,FeSe2,"{""Fe"": 1.0, ""Se"": 2.0}",213.77,#8B4513,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Dzierzanowskite,CaCu2S2,"{""Ca"": 1.0, ""Cu"": 2.0, ""S"": 2.0}",231.3,#A9A9A9,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Earlandite,Ca3(C6H5O7)2·4H2O,"{""Ca"": 3.0, ""C"": 12.0, ""H"": 18.0, ""O"": 18.0}",570.5,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eastonite,KAlMg2(Si2Al2)O10(OH)2,"{""K"": 1.0, ""Al"": 3.0, ""Mg"": 2.0, ""Si"": 2.0, ""O"": 12.0, ""H"": 2.0}",418.86,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ecdemite,Pb6As3+2O7Cl4,"{""Pb"": 6.0, ""As"": 2.0, ""O"": 7.0, ""Cl"": 4.0}",1646.84,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eckerite,Ag2CuAsS3,"{""Ag"": 2.0, ""Cu"": 1.0, ""As"": 1.0, ""S"": 3.0}",450.39,#FFD700,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eckermannite,NaNa2(Mg4Al)Si8O22(OH)2,"{""Na"": 3.0, ""Mg"": 4.0, ""Al"": 1.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",803.93,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ecrinsite,AgTl3Pb4As11Sb9S36,"{""Ag"": 1.0, ""Tl"": 3.0, ""Pb"": 4.0, ""As"": 11.0, ""Sb"": 9.0, ""S"": 36.0}",4623.93,#708090,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eddavidite,Cu12Pb2O15Br2,"{""Cu"": 12.0, ""Pb"": 2.0, ""O"": 15.0, ""Br"": 2.0}",1576.8,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Edenharterite,TlPbAs3S6,"{""Tl"": 1.0, ""Pb"": 1.0, ""As"": 3.0, ""S"": 6.0}",828.7,#708090,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Edenite,NaCa2Mg5(Si7Al)O22(OH)2,"{""Na"": 1.0, ""Ca"": 2.0, ""Mg"": 5.0, ""Si"": 7.0, ""Al"": 1.0, ""O"": 24.0, ""H"": 2.0}",834.33,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edgarbaileyite,Hg1+6Si2O7,"{""Hg"": 6.0, ""Si"": 2.0, ""O"": 7.0}",1371.72,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edgarite,FeNb3S6,"{""Fe"": 1.0, ""Nb"": 3.0, ""S"": 6.0}",526.94,#DAA520,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Edgrewite,Ca9(SiO4)4F2,"{""Ca"": 9.0, ""Si"": 4.0, ""O"": 16.0, ""F"": 2.0}",767.08,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edingtonite,Ba(Si3Al2)O10·4H2O,"{""Ba"": 1.0, ""Si"": 3.0, ""Al"": 2.0, ""O"": 14.0, ""H"": 8.0}",507.62,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edoylerite,Hg2+3(Cr6+O4)S2,"{""Hg"": 3.0, ""Cr"": 1.0, ""O"": 4.0, ""S"": 2.0}",781.89,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edscottite,Fe5C2,"{""Fe"": 5.0, ""C"": 2.0}",303.27,#8B4513,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Edtollite,K2NaCu5Fe3+O2(AsO4)4,"{""K"": 2.0, ""Na"": 1.0, ""Cu"": 5.0, ""Fe"": 1.0, ""O"": 18.0, ""As"": 4.0}",1062.47,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Edwardsite,Cu3Cd2(SO4)2(OH)6·4H2O,"{""Cu"": 3.0, ""Cd"": 2.0, ""S"": 2.0, ""O"": 18.0, ""H"": 14.0}",781.7,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Edwindavisite,Cu(C2O4)(NH3),"{""Cu"": 1.0, ""C"": 2.0, ""O"": 4.0, ""N"": 1.0, ""H"": 3.0}",168.6,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Effenbergerite,BaCuSi4O10,"{""Ba"": 1.0, ""Cu"": 1.0, ""Si"": 4.0, ""O"": 10.0}",473.24,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Efremovite,(NH4)2Mg2(SO4)3,"{""N"": 2.0, ""H"": 8.0, ""Mg"": 2.0, ""S"": 3.0, ""O"": 12.0}",372.88,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Eglestonite,([Hg1+]2)3OCl3(OH),"{""Hg"": 6.0, ""O"": 2.0, ""Cl"": 3.0, ""H"": 1.0}",1342.9,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Ehrigite,Bi8Te3,"{""Bi"": 8.0, ""Te"": 3.0}",2054.64,#D2B48C,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eifelite,KNa2(MgNa)(Mg3Si12)O30,"{""K"": 1.0, ""Na"": 3.0, ""Mg"": 4.0, ""Si"": 12.0, ""O"": 30.0}",1022.39,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eirikite,KNa6Be2(Si15Al3)O39F2,"{""K"": 1.0, ""Na"": 6.0, ""Be"": 2.0, ""Si"": 15.0, ""Al"": 3.0, ""O"": 39.0, ""F"": 2.0}",1359.35,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eitelite,Na2Mg(CO3)2,"{""Na"": 2.0, ""Mg"": 1.0, ""C"": 2.0, ""O"": 6.0}",190.31,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ekanite,Ca2ThSi8O20,"{""Ca"": 2.0, ""Th"": 1.0, ""Si"": 8.0, ""O"": 20.0}",856.92,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ekaterinite,Ca2B4O7Cl2·2H2O,"{""Ca"": 2.0, ""B"": 4.0, ""O"": 9.0, ""Cl"": 2.0, ""H"": 4.0}",342.33,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ekebergite,ThFeNb2O8,"{""Th"": 1.0, ""Fe"": 1.0, ""Nb"": 2.0, ""O"": 8.0}",601.71,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Elaliite,(Fe2+8Fe3+)(PO4)O8,"{""Fe"": 9.0, ""P"": 1.0, ""O"": 12.0}",725.62,#8B4513,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Elasmochloite,Na3Cu6BiO4(SO4)5,"{""Na"": 3.0, ""Cu"": 6.0, ""Bi"": 1.0, ""O"": 24.0, ""S"": 5.0}",1203.55,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eldfellite,NaFe3+(SO4)2,"{""Na"": 1.0, ""Fe"": 1.0, ""S"": 2.0, ""O"": 8.0}",270.96,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eldragonite,Cu6BiSe4(Se2),"{""Cu"": 6.0, ""Bi"": 1.0, ""Se"": 6.0}",1064.04,#00BFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eleomelanite,(K2Pb)Cu4O2(SO4)4,"{""K"": 2.0, ""Pb"": 1.0, ""Cu"": 4.0, ""O"": 18.0, ""S"": 4.0}",955.84,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Elgoresyite,(Mg5Si2)O9,"{""Mg"": 5.0, ""Si"": 2.0, ""O"": 9.0}",321.73,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eliopoulosite,V7S8,"{""V"": 7.0, ""S"": 8.0}",613.06,#A9A9A9,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Elkinstantonite,Fe4(PO4)2O,"{""Fe"": 4.0, ""P"": 2.0, ""O"": 9.0}",429.34,#8B4513,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ellinaite,CaCr2O4,"{""Ca"": 1.0, ""Cr"": 2.0, ""O"": 4.0}",208.08,#228B22,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ellingsenite,Na5Ca6Si18O38(OH)13·6H2O,"{""Na"": 5.0, ""Ca"": 6.0, ""Si"": 18.0, ""O"": 57.0, ""H"": 25.0}",1798.25,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Elliottite,NaMgAl3(PO4)2F6·9H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""Al"": 3.0, ""P"": 2.0, ""O"": 17.0, ""F"": 6.0, ""H"": 18.0}",594.32,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ellisite,Tl3AsS3,"{""Tl"": 3.0, ""As"": 1.0, ""S"": 3.0}",784.24,#FFD700,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Elpasolite,K2NaAlF6,"{""K"": 2.0, ""Na"": 1.0, ""Al"": 1.0, ""F"": 6.0}",242.17,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Elpidite,Na2ZrSi6O15·3H2O,"{""Na"": 2.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 18.0, ""H"": 6.0}",599.79,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Eltyubyuite,Ca12Fe3+10Si4O32Cl6,"{""Ca"": 12.0, ""Fe"": 10.0, ""Si"": 4.0, ""O"": 32.0, ""Cl"": 6.0}",1876.52,#556B2F,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Elyite,CuPb4(SO4)O2(OH)4·H2O,"{""Cu"": 1.0, ""Pb"": 4.0, ""S"": 1.0, ""O"": 11.0, ""H"": 6.0}",1106.46,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Embreyite,Pb5(CrO4)2(PO4)2·H2O,"{""Pb"": 5.0, ""Cr"": 2.0, ""O"": 17.0, ""P"": 2.0, ""H"": 2.0}",1475.96,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Emeleusite,Na2LiFe3+Si6O15,"{""Na"": 2.0, ""Li"": 1.0, ""Fe"": 1.0, ""Si"": 6.0, ""O"": 15.0}",517.31,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Emmerichite,Ba2Ti2Na3Fe3+(Si2O7)2O2F2,"{""Ba"": 2.0, ""Ti"": 2.0, ""Na"": 3.0, ""Fe"": 1.0, ""Si"": 4.0, ""O"": 16.0, ""F"": 2.0}",901.58,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Emmonsite,Fe3+2(Te4+O3)3·2H2O,"{""Fe"": 2.0, ""Te"": 3.0, ""O"": 11.0, ""H"": 4.0}",674.53,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Emplectite,CuBiS2,"{""Cu"": 1.0, ""Bi"": 1.0, ""S"": 2.0}",336.65,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Empressite,AgTe,"{""Ag"": 1.0, ""Te"": 1.0}",235.47,#C0C0C0,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Enargite,Cu3AsS4,"{""Cu"": 3.0, ""As"": 1.0, ""S"": 4.0}",393.81,#FFD700,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Engelhauptite,KCu3(V2O7)(OH)2Cl,"{""K"": 1.0, ""Cu"": 3.0, ""V"": 2.0, ""O"": 9.0, ""H"": 2.0, ""Cl"": 1.0}",513.1,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Englishite,K3Na2Ca10Al15(OH)7(PO4)21·26H2O,"{""K"": 3.0, ""Na"": 2.0, ""Ca"": 10.0, ""Al"": 15.0, ""O"": 117.0, ""H"": 59.0, ""P"": 21.0}",3550.62,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Enneasartorite,Tl6Pb32As70S140,"{""Tl"": 6.0, ""Pb"": 32.0, ""As"": 70.0, ""S"": 140.0}",17589.48,#708090,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Enricofrancoite,KNaCaSi4O10,"{""K"": 1.0, ""Na"": 1.0, ""Ca"": 1.0, ""Si"": 4.0, ""O"": 10.0}",374.53,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Enstatite,Mg2Si2O6,"{""Mg"": 2.0, ""Si"": 2.0, ""O"": 6.0}",200.8,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ephesite,NaLiAl2(Si2Al2)O10(OH)2,"{""Na"": 1.0, ""Li"": 1.0, ""Al"": 4.0, ""Si"": 2.0, ""O"": 12.0, ""H"": 2.0}",388.05,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Epididymite,Na2Be2Si6O15·H2O,"{""Na"": 2.0, ""Be"": 2.0, ""Si"": 6.0, ""O"": 16.0, ""H"": 2.0}",490.56,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Epidote,Ca2(Al2Fe3+)[Si2O7][SiO4]O(OH),"{""Ca"": 2.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",483.25,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Epidote-(Sr),CaSr(Al2Fe3+)[Si2O7][SiO4]O(OH),"{""Ca"": 1.0, ""Sr"": 1.0, ""Al"": 2.0, ""Fe"": 1.0, ""Si"": 3.0, ""O"": 13.0, ""H"": 1.0}",530.79,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Epifanovite,NaCaCu5(PO4)4[AsO2(OH)2]·7H2O,"{""Na"": 1.0, ""Ca"": 1.0, ""Cu"": 5.0, ""P"": 4.0, ""O"": 27.0, ""As"": 1.0, ""H"": 16.0}",1027.75,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Epistilbite,Ca3[Si18Al6O48]·16H2O,"{""Ca"": 3.0, ""Si"": 18.0, ""Al"": 6.0, ""O"": 64.0, ""H"": 32.0}",1844.0,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Epsomite,Mg(SO4)·7H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 11.0, ""H"": 14.0}",246.48,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Erdite,NaFeS2·2H2O,"{""Na"": 1.0, ""Fe"": 1.0, ""S"": 2.0, ""H"": 4.0, ""O"": 2.0}",178.99,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ericaite,Fe2+3B7O13Cl,"{""Fe"": 3.0, ""B"": 7.0, ""O"": 13.0, ""Cl"": 1.0}",486.67,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ericlaxmanite,Cu4O(AsO4)2,"{""Cu"": 4.0, ""O"": 9.0, ""As"": 2.0}",548.04,#00BFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Eringaite,Ca3Sc2(SiO4)3,"{""Ca"": 3.0, ""Sc"": 2.0, ""Si"": 3.0, ""O"": 12.0}",486.43,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Eriochalcite,CuCl2·2H2O,"{""Cu"": 1.0, ""Cl"": 2.0, ""H"": 4.0, ""O"": 2.0}",170.48,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Erionite-Ca,Ca5[Si26Al10O72]·30H2O,"{""Ca"": 5.0, ""Si"": 26.0, ""Al"": 10.0, ""O"": 102.0, ""H"": 60.0}",2893.02,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Erionite-K,K10[Si26Al10O72]·30H2O,"{""K"": 10.0, ""Si"": 26.0, ""Al"": 10.0, ""O"": 102.0, ""H"": 60.0}",3083.62,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Erionite-Na,Na10[Si26Al10O72]·30H2O,"{""Na"": 10.0, ""Si"": 26.0, ""Al"": 10.0, ""O"": 102.0, ""H"": 60.0}",2922.52,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Erlianite,Fe2+4Fe3+2Si6O15(OH)8,"{""Fe"": 6.0, ""Si"": 6.0, ""O"": 23.0, ""H"": 8.0}",879.7,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Erlichmanite,OsS2,"{""Os"": 1.0, ""S"": 2.0}",254.35,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Ermakovite,(NH4)(As2O3)2Br,"{""N"": 1.0, ""H"": 4.0, ""As"": 4.0, ""O"": 6.0, ""Br"": 1.0}",493.62,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ermeloite,Al(PO4)·H2O,"{""Al"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 2.0}",139.97,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ernstburkeite,Mg(CH3SO3)2·12H2O,"{""Mg"": 1.0, ""C"": 2.0, ""H"": 30.0, ""S"": 2.0, ""O"": 18.0}",430.69,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
